Timestamp,Value,Year,Month,Day,Hour,Date
2024-11-21 02:00:00+12:00,5.851673640167364,2024,11,21,2,2024-11-21
2024-11-21 03:00:00+12:00,5.851673640167364,2024,11,21,3,2024-11-21
2024-11-21 04:00:00+12:00,5.851673640167364,2024,11,21,4,2024-11-21
2024-11-21 05:00:00+12:00,5.851673640167364,2024,11,21,5,2024-11-21
2024-11-21 06:00:00+12:00,5.851673640167364,2024,11,21,6,2024-11-21
2024-11-21 07:00:00+12:00,5.851673640167364,2024,11,21,7,2024-11-21
2024-11-21 08:00:00+12:00,5.851673640167364,2024,11,21,8,2024-11-21
2024-11-21 09:00:00+12:00,5.851673640167364,2024,11,21,9,2024-11-21
2024-11-21 10:00:00+12:00,5.851673640167364,2024,11,21,10,2024-11-21
2024-11-21 11:00:00+12:00,5.851673640167364,2024,11,21,11,2024-11-21
2024-11-21 12:00:00+12:00,5.851673640167364,2024,11,21,12,2024-11-21
2024-11-21 13:00:00+12:00,5.851673640167364,2024,11,21,13,2024-11-21
2024-11-21 14:00:00+12:00,5.851673640167364,2024,11,21,14,2024-11-21
2024-11-21 15:00:00+12:00,5.851673640167364,2024,11,21,15,2024-11-21
2024-11-21 16:00:00+12:00,5.851673640167364,2024,11,21,16,2024-11-21
2024-11-21 17:00:00+12:00,5.851673640167364,2024,11,21,17,2024-11-21
2024-11-21 18:00:00+12:00,5.851673640167364,2024,11,21,18,2024-11-21
2024-11-21 19:00:00+12:00,5.851673640167364,2024,11,21,19,2024-11-21
2024-11-21 20:00:00+12:00,5.851673640167364,2024,11,21,20,2024-11-21
2024-11-21 21:00:00+12:00,5.851673640167364,2024,11,21,21,2024-11-21
2024-11-21 22:00:00+12:00,5.851673640167364,2024,11,21,22,2024-11-21
2024-11-21 23:00:00+12:00,5.851673640167364,2024,11,21,23,2024-11-21
2024-11-22 00:00:00+12:00,5.851673640167364,2024,11,22,0,2024-11-22
2024-11-22 01:00:00+12:00,5.851673640167364,2024,11,22,1,2024-11-22
2024-11-22 02:00:00+12:00,5.851673640167364,2024,11,22,2,2024-11-22
2024-11-22 03:00:00+12:00,5.851673640167364,2024,11,22,3,2024-11-22
2024-11-22 04:00:00+12:00,5.851673640167364,2024,11,22,4,2024-11-22
2024-11-22 05:00:00+12:00,5.851673640167364,2024,11,22,5,2024-11-22
2024-11-22 06:00:00+12:00,5.851673640167364,2024,11,22,6,2024-11-22
2024-11-22 07:00:00+12:00,5.851673640167364,2024,11,22,7,2024-11-22
2024-11-22 08:00:00+12:00,5.851673640167364,2024,11,22,8,2024-11-22
2024-11-22 09:00:00+12:00,5.851673640167364,2024,11,22,9,2024-11-22
2024-11-22 10:00:00+12:00,5.851673640167364,2024,11,22,10,2024-11-22
2024-11-22 11:00:00+12:00,5.851673640167364,2024,11,22,11,2024-11-22
2024-11-22 12:00:00+12:00,5.851673640167364,2024,11,22,12,2024-11-22
2024-11-22 13:00:00+12:00,5.851673640167364,2024,11,22,13,2024-11-22
2024-11-22 14:00:00+12:00,5.851673640167364,2024,11,22,14,2024-11-22
2024-11-22 15:00:00+12:00,5.851673640167364,2024,11,22,15,2024-11-22
2024-11-22 16:00:00+12:00,5.851673640167364,2024,11,22,16,2024-11-22
2024-11-22 17:00:00+12:00,5.851673640167364,2024,11,22,17,2024-11-22
2024-11-22 18:00:00+12:00,5.851673640167364,2024,11,22,18,2024-11-22
2024-11-22 19:00:00+12:00,5.851673640167364,2024,11,22,19,2024-11-22
